A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3
47.88,79.5067,4.53,878870,-0.073171,-0.045,-0.0055454,4966.400000000001,563.6999999999999,461.5,455.5,60.3,34.6,34.6
