A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2
28.0855,46.6371,2.32,1498290,-0.026197,-0.0156,-0.0038284,1838.9,148.7,99.2,99.2,11.357199999999999,5.08305
