A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4,O5,O6,O7,O8
238.0289,395.257,18.92,176787,-2.5771,-1.494,-0.019507,115606,21757.4,20947.600000000002,17166.3,5548,5182.2,4303.4,3727.6,3551.7,1440.8000000000002,1272.6,1044.8999999999999,780.4,737.7,391.29999999999995,380.90000000000003,323.7,259.29999999999995,195.1,105,96.3,70.7,42.3,32.300000000000004
