A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5
85.4678,141.923,1.529,492353,-0.25194,-0.1584,-0.008787,15199.7,2065.1000000000004,1863.8999999999999,1804.4,322.1,247.4,238.5,111.8,110.3
