A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1
138.9055,230.658,6.127,302942,-0.74022,-0.4518,-0.012831,38924.6,6266.3,5890.6,5482.700000000001,1361.3,1204.3999999999999,1123.3999999999999,848.5,831.7,270.4,205.8,191.39999999999998,98.9,98.9,32.300000000000004,14.4,14.4
