A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5
74.9216,124.41,5.72,561658,-0.19087,-0.12,-0.0079737,11866.699999999999,1526.5,1358.6000000000001,1323.1,203.5,146.4,140.5,41.2,41.2
