A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4,O5,O6,O7
207.2,344.064,11.33,203090,-1.9001,-1.1136,-0.017802,88004.5,15860.8,15200,13035.199999999999,3850.7,3554.2,3066.3999999999996,2585.6,2484,893.5999999999999,763.9,644.5,435.2,412.9,142.9,138.1,147.29999999999998,104.80000000000001,86,21.8,19.2,11.6904,4.91166
