A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3
40.08,66.5545,1.55,1049910,-0.05872,-0.036,-0.0054748,4038.1,437.8,350,346.4,43.7,25.4,25.4
