A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2
145,240.778,7.2,290209,-0.88035,-0.5334,-0.014078,45184,7427.900000000001,7012.8,6459.3,1646.5,1471.4,1356.9,1051.5,1026.8999999999999,330.40000000000003,254.4,236,120.39999999999999,120.39999999999999,4,37.5,21.1,21.1
