A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3
32.06,53.2369,2.07,1312550,-0.035338,-0.021,-0.0043804,2472,229.2,164.8,164.8,17.688200000000002,7.81363,7.73488
