A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4,O5,O6
204.383,339.386,1.183,205890,-1.8396,-1.0794,-0.01761,85530.4,15346.7,14697.900000000001,12657.5,3704.1,3415.7000000000003,2956.6,2485.1,2389.3,845.5,721.3000000000001,609,406.6,386.2,122.80000000000001,118.5,136.3,99.6,75.39999999999999,15.299999999999999,13.100000000000001,9.664829999999998
