A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4,O5,O6,O7,O8
223,370.3,1,188701,-2.2217,-1.2942,-0.01862,101137,18639,17906.5,15031.2,4652,4327,3663,3136.2000000000003,2999.7,1153,980,810,603.3,577,246.488,238.863,220.035,169.009,132.957,59.537800000000004,54.5529,27.867900000000002,15.165,10.6123
