A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3
35.453,58.8711,1.56,1186930,-0.040526,-0.0246,-0.0044718,2822.4,270.2,201.6,200,17.5,6.8,6.8
