A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5
79.904,132.684,3.11,526636,-0.22007,-0.1386,-0.0084102,13473.699999999999,1782,1596,1549.9,256.5,189.29999999999998,181.5,70.1,69
