A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3
157.25,261.12,7.877,267601,-0.99598,-0.6,-0.014289,50239.1,8375.6,7930.3,7242.8,1880.8,1688.3,1544,1217.2,1185.2,375.8,288.5,270.9,140.5,140.5,9.2794,8.524189999999999,36.1,20.299999999999997,20.299999999999997
