A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3
174.967,290.54,9.811,240504,-1.303,-0.7758,-0.015805,63313.8,10870.4,10348.599999999999,9244.1,2491.2000000000003,2263.5,2023.6000000000001,1639.3999999999999,1588.5,506.2,410.1,359.3,204.8,195,6.8999999999999995,6.8999999999999995,56.800000000000004,28,28
