E,f1,f2,μρpe,μρci,μρtot,μρK,λ
0.01069,6.01475,0,0,12263e-8,12263e-8,0,116
0.01142761,5.84877,0,0,16787e-8,16787e-8,0,108.5
0.01221612,5.64098,0,0,22856e-8,22856e-8,0,101.5
0.01305903,5.3755,0,0,30953e-8,30953e-8,0,94.94
0.0139601,5.02694,0,0,41694e-8,41694e-8,0,88.81
0.01492335,4.55166,0,0,55864e-8,55864e-8,0,83.08
0.01595306,3.86641,0,0,74456e-8,74456e-8,0,77.72
0.01705382,2.785,0,0,98715e-8,98715e-8,0,72.7
0.01823053,0.754046,0,0,0.001302,0.001302,0,68.01
0.01948844,5.82671,0,0,0.0017083,0.0017083,0,63.62
0.019502,6.00105,0,0,0.0017131,0.0017131,0,63.58
0.0198005,13.6341,0,0,0.001821,0.001821,0,62.62
0.0198801,23.0666,0,0,0.0018505,0.0018505,0,62.37
0.0199995,12.8619,18.72,449530,0.0018955,449530,0,61.99
0.020298,3.82214,17.971,425200,0.002011,425200,0,61.08
0.02083314,2.01263,16.728,385630,0.0022298,385630,0,59.51
0.02227063,8.40831,13.904,299840,0.0028958,299840,0,55.67
0.0238073,11.4841,11.221,226370,0.0037415,226370,0,52.08
0.02545001,12.9978,8.7811,165710,0.0048098,165710,0,48.72
0.02720606,13.603,6.7384,118950,0.0061521,118950,0,45.57
0.02908327,13.6861,5.1194,84538,0.0078298,84538,0,42.63
0.03109002,13.4888,3.8813,59956,0.0099157,59956,0,39.88
0.03323523,13.1574,2.9556,42709,0.012495,42709,0,37.31
0.03552846,12.773,2.2723,30716,0.015669,30716,0,34.9
0.036946,12.5346,1.9596,25473,0.017853,25473,0,33.56
0.0375115,12.4291,1.8527,23721,0.018772,23721,0,33.05
0.0376623,12.3844,1.8257,23281,0.019022,23281,0,32.92
0.0378885,12.3712,1.8292,23186,0.0194,23186,0,32.72
0.03797993,12.3628,1.8141,22940,0.019554,22940,0,32.64
0.038454,12.3062,1.7391,21720,0.020365,21720,0,32.24
0.04060054,12.032,1.4601,17271,0.024285,17271,0,30.54
0.04340198,11.712,1.207,13356,0.030015,13356,0,28.57
0.04639671,11.4213,1.0266,10626,0.036921,10626,0,26.72
0.04959809,11.1581,0.89863,8701.4,0.045201,8701.4,0,25
0.05302035,10.9182,0.80874,7325.5,0.055079,7325.6,0,23.38
0.05667876,10.6961,0.74641,6324.6,0.066803,6324.7,0,21.87
0.06058959,10.4934,0.70405,5580.6,0.080647,5580.7,0,20.46
0.06477028,10.2891,0.67615,5013.5,0.096914,5013.6,0,19.14
0.06923942,10.0843,0.65872,4569,0.11593,4569.1,0,17.91
0.07401695,9.87222,0.6489,4210.4,0.13805,4210.5,0,16.75
0.07912411,9.6453,0.64464,3912.8,0.16365,3913,0,15.67
0.08458368,9.39477,0.64464,3660.2,0.19314,3660.4,0,14.66
0.09041995,9.11006,0.64796,3441.6,0.22692,3441.8,0,13.71
0.09665893,8.77712,0.65373,3248.1,0.26545,3248.4,0,12.83
0.1033284,8.37592,0.66129,3073.6,0.30916,3073.9,0,12
0.1104581,7.87523,0.67015,2913.7,0.35851,2914.1,0,11.22
0.1180797,7.21893,0.67994,2765.5,0.41395,2765.9,0,10.5
0.1262272,6.26992,0.69034,2626.5,0.47593,2627,0,9.822
0.130438,5.54051,0.69558,2561.1,0.50894,2561.6,0,9.505
0.1323,5.01232,0.69786,2533.3,0.52373,2533.8,0,9.371
0.1324345,4.95426,0.69802,2531.3,0.5248,2531.8,0,9.362
0.1329669,4.56862,0.69867,2523.5,0.52905,2524,0,9.324
0.1337655,4.63112,1.2472,4477.7,0.53545,4478.2,0,9.269
0.134325,4.56576,1.2706,4542.9,0.53994,4543.4,0,9.23
0.1349368,4.25375,1.2972,4616.9,0.54487,4617.4,0,9.188
0.135675,4.4424,1.7037,6030.7,0.55083,6031.3,0,9.138
0.135762,4.4465,1.7101,6049.4,0.55153,6050,0,9.132
0.1377,4.35558,1.8615,6492.4,0.56725,6493,0,9.004
0.1442475,3.59201,2.5308,8425.9,0.62117,8426.5,0,8.595
0.1542005,2.40039,4.0874,12730,0.70522,12731,0,8.04
0.1648404,1.56073,6.2297,18150,0.79732,18151,0,7.521
0.1762144,1.31547,8.7792,23927,0.89775,23928,0,7.036
0.1883732,1.79924,11.466,29232,1.0067,29233,0,6.582
0.2013709,2.99766,13.995,33377,1.1244,33378,0,6.157
0.2152655,4.76573,16.122,35969,1.2507,35970,0,5.76
0.2301188,6.87259,17.7,36940,1.3858,36941,0,5.388
0.245997,9.02751,18.678,36464,1.5294,36466,0,5.04
0.2629708,10.6739,19.087,34858,1.6813,34860,0,4.715
0.263718,10.6994,19.093,34770,1.6879,34772,0,4.701
0.2677545,10.4677,19.11,34276,1.7237,34278,0,4.631
0.2688309,9.77365,19.11,34140,1.7332,34142,0,4.612
0.2704455,10.7411,20.693,36746,1.7475,36748,0,4.584
0.274204,11.7583,20.703,36261,1.7806,36263,0,4.522
0.274482,11.8076,20.703,36224,1.783,36226,0,4.517
0.278401,12.2586,20.694,35699,1.8174,35701,0,4.453
0.2795202,12.0944,20.688,35546,1.8271,35548,0,4.436
0.2811158,12.6846,21.367,36503,1.8411,36505,0,4.41
0.281199,12.7109,21.367,36492,1.8418,36494,0,4.409
0.285396,13.6391,21.343,35915,1.8783,35917,0,4.344
0.3005128,15.8617,21.135,33776,2.0083,33778,0,4.126
0.3212482,18.1526,20.62,30827,2.1825,30829,0,3.859
0.3434143,19.9592,19.892,27819,2.3627,27821,0,3.61
0.35035,20.3353,19.644,26928,2.4178,26930,0,3.539
0.3557125,20.3684,19.448,26257,2.46,26259,0,3.486
0.3571425,20.0386,19.395,26081,2.4712,26083,0,3.472
0.3592875,20.6284,20.165,26955,2.4879,26957,0,3.451
0.36465,21.3786,19.968,26298,2.5294,26301,0,3.4
0.3671099,21.6251,19.876,26003,2.5483,26006,0,3.377
0.3924405,23.4986,18.928,23163,2.7383,23166,0,3.159
0.4195189,24.9534,17.932,20528,2.9317,20531,0,2.955
0.4484657,26.1751,16.918,18117,3.1273,18120,0,2.765
0.4794098,27.206,15.907,15935,3.3239,15938,0,2.586
0.5124891,28.0783,14.913,13976,3.5202,13980,0,2.419
0.5478508,28.8164,13.946,12226,3.715,12230,0,2.263
0.5856525,29.4368,13.007,10667,3.9067,10671,0,2.117
0.6260625,29.9511,12.102,9283.8,4.0941,9287.9,0,1.98
0.6692609,30.3708,11.236,8063.1,4.2758,8067.4,0,1.853
0.7154399,30.7066,10.413,6989.8,4.4502,6994.2,0,1.733
0.7648052,30.9681,9.6331,6049.1,4.6162,6053.7,0,1.621
0.8175768,31.169,8.8989,5227.4,4.7723,5232.2,0,1.516
0.8739896,31.3124,8.2102,4511.5,4.9174,4516.4,0,1.419
0.9342948,31.413,7.5663,3889.4,5.0503,3894.4,0,1.327
0.9987612,31.5546,6.9663,3349.8,5.1701,3355,0,1.241
1.067676,31.5036,6.3301,2847.4,5.2756,2852.7,0,1.161
1.141345,31.3758,5.7183,2406.2,5.3663,2411.6,0,1.086
1.220098,31.1577,5.1566,2029.8,5.4414,2035.2,0,1.016
1.304285,30.8513,4.6569,1714.7,5.5004,1720.2,0,0.9506
1.394281,30.4446,4.2117,1450.7,5.543,1456.2,0,0.8892
1.490486,29.9032,3.8117,1228.2,5.569,1233.8,0,0.8318
1.593329,29.1497,3.4528,1040.7,5.5782,1046.3,0,0.7781
1.703269,28.0062,3.132,883.1,5.571,888.67,0,0.7279
1.820795,25.8874,2.8448,750.36,5.5474,755.91,0,0.6809
1.900808,22.4478,2.6757,676.05,5.5237,681.57,0,0.6523
1.929902,18.3841,2.6188,651.69,5.5138,657.2,0,0.6424
1.93766,13.839,2.604,645.41,5.5111,650.92,0,0.6399
1.94643,17.1473,11.304,2789,5.5079,2794.5,0,0.637
1.949298,18.0907,11.275,2777.8,5.5068,2783.3,0,0.636
1.966664,20.616,11.103,2711.3,5.5004,2716.8,0,0.6304
1.978392,21.2315,10.989,2667.7,5.4959,2673.2,0,0.6267
1.996766,21.0047,10.815,2601.2,5.4887,2606.7,0,0.6209
2.004793,19.2132,10.74,2572.8,5.4855,2578.3,0,0.6184
2.016834,21.9144,14.918,3552.3,5.4806,3557.8,0,0.6147
2.046936,24.8433,14.547,3413.2,5.4679,3418.7,0,0.6057
2.080733,26.4766,14.159,3268.2,5.453,3273.7,0,0.5959
2.171974,28.5735,13.212,2921.3,5.4099,2926.7,0,0.5708
