A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3
30.9738,51.4332,1.82,1358580,-0.030566,-0.018,-0.003985,2145.5,189.29999999999998,132.20000000000002,132.20000000000002,14.461500000000001,6.38493,6.33669
