A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5
54.938,91.2268,7.43,765960,-0.098594,-0.0612,-0.0062409,6539,769,651.4,640.3,83.9,48.599999999999994,48.599999999999994,7.26159,7.14378
