A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5
112.41,186.661,8.63,374347,-0.47951,-0.2976,-0.011244,26711.2,4018,3727,3537.5,770.2,650.6999999999999,616.5,410.5,403.7,107.6,66.9,66.9,9.299999999999999,9.299999999999999
