A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5
106.42,176.715,12,395417,-0.43111,-0.2682,-0.010908,24350.3,3604.2999999999997,3330.2999999999997,3173.2999999999997,669.9000000000001,559.1,531.5,340,334.7,86.4,51.1,51.1,5.44663,5.01841
