A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4,O5
190.2,315.835,22.53,221242,-1.5563,-0.9192,-0.016659,73870.8,12968,12385,10870.900000000001,3048.5,2792.2,2457.2,2030.8000000000002,1960.1,654.3,546.5,468.2,289.4,272.8,46.300000000000004,46.300000000000004,83.7,58,45.400000000000006,7.05265,6.02794
