A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5
98,162.733,11.48,429391,-0.36457,-0.228,-0.01035,21044,3042.5,2793.2000000000003,2676.8999999999996,547.6,444.90000000000003,425,256.40000000000003,252.9,68.4,38.9,38.9,7.0115799999999995,6.72942
