A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2
140.12,232.675,6.637,300316,-0.77379,-0.4716,-0.01317,40443,6548.8,6164.2,5723.4,1434.6000000000001,1272.8,1185.4,901.3,883.3,289.6,223.3,207.2,110,110,85.9,37.8,19.8,19.8
