A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4,O5,O6,O7,O8
222,368.64,923e-6,189551,-2.1548,-1.257,-0.018276,98404,18049,17337.1,14619.400000000001,4482,4159,3538,3021.5,2892.3999999999996,1097,929,768,566.6,537,219.631,212.588,200.83100000000002,151.771,118.81700000000001,48.6911,44.255,21.9397,10.5726,7.12588
