A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4,O5,O6,O7,O8,O9
209,347.053,9.3,201341,-2.0248,-1.1838,-0.01852,24e3,93105,16939.3,16244.3,13813.800000000001,4149.4,3854.1,3301.8999999999996,2798,2683,995.3,851,705,500.2,473.4,175.344,169.36200000000002,170.906,125.69500000000001,98.3141,31.4,31.4,16.7777,7.55974,5.39477
