E,f1,f2,μρpe,μρci,μρtot,μρK,λ
0.01069,2.46798,0,0,98483e-9,98483e-9,0,116
0.01142761,2.45703,0,0,13394e-8,13394e-8,0,108.5
0.01221612,2.44446,0,0,18114e-8,18114e-8,0,101.5
0.01305903,2.42999,0,0,24362e-8,24362e-8,0,94.94
0.0139601,2.41334,0,0,32583e-8,32583e-8,0,88.81
0.01492335,2.39414,0,0,4334e-7,4334e-7,0,83.08
0.01595306,2.37197,0,0,57333e-8,57333e-8,0,77.72
0.01705382,2.34635,0,0,75433e-8,75433e-8,0,72.7
0.01823053,2.31667,0,0,98712e-8,98712e-8,0,68.01
0.01948844,2.28222,0,0,0.0012848,0.0012848,0,63.62
0.02083314,2.24214,0,0,0.0016635,0.0016635,0,59.51
0.02227063,2.19535,0,0,0.0021423,0.0021423,0,55.67
0.0238073,2.14053,0,0,0.0027446,0.0027446,0,52.08
0.02545001,2.07604,0,0,0.0034978,0.0034978,0,48.72
0.02720606,1.99976,0,0,0.0044347,0.0044347,0,45.57
0.02908327,1.90893,0,0,0.0055937,0.0055937,0,42.63
0.03109002,1.79989,0,0,0.0070197,0.0070197,0,39.88
0.03323523,1.6676,0,0,0.0087645,0.0087645,0,37.31
0.03552846,1.50483,0,0,0.010888,0.010888,0,34.9
0.03797993,1.30071,0,0,0.013458,0.013458,0,32.64
0.04060054,1.0375,0,0,0.016553,0.016553,0,30.54
0.04340198,0.68272,0,0,0.02026,0.02026,0,28.57
0.04639671,0.163175,0,0,0.024675,0.024675,0,26.72
0.04959809,0.79466,0,0,0.029907,0.029907,0,25
0.050372,1.23235,0,0,0.03125,0.03125,0,24.61
0.051143,2.14633,0,0,0.032618,0.032618,0,24.24
0.0513486,3.06571,0,0,0.032988,0.032988,0,24.15
0.051657,2.31811,1.7107,57335,0.033547,57335,0,24
0.052428,1.77102,1.8464,60975,0.034964,60975,0,23.65
0.05302035,1.65181,1.9565,63888,0.036074,63888,0,23.38
0.05667876,1.58097,2.7595,84293,0.043304,84293,0,21.87
0.06058959,1.5153,3.7482,107110,0.051737,107110,0,20.46
0.06477028,1.24345,4.7712,127540,0.061522,127540,0,19.14
0.06923942,0.75002,5.7446,143650,0.072816,143650,0,17.91
0.07401695,0.0657205,6.5956,154280,0.085784,154280,0,16.75
0.07912411,0.745736,7.2727,159140,0.1006,159140,0,15.67
0.08458368,1.5776,7.7495,158620,0.11743,158620,0,14.66
0.087612,1.91414,7.9183,156480,0.12718,156480,0,14.15
0.088953,1.87327,7.9741,155200,0.13158,155200,0,13.94
0.0893106,1.62388,7.9871,154830,0.13276,154830,0,13.88
0.089847,2.01523,8.608,165880,0.13455,165880,0,13.8
0.09041995,2.26495,8.6311,165270,0.13646,165270,0,13.71
0.091188,2.49637,8.6592,164410,0.13904,164410,0,13.6
0.09665893,3.62633,8.7766,157200,0.15786,157200,0,12.83
0.1033284,4.71331,8.7615,146810,0.1818,146810,0,12
0.1104581,5.69293,8.6076,134920,0.20846,134920,0,11.22
0.1180797,6.56897,8.3455,122370,0.23797,122370,0,10.5
0.1262272,7.34102,8.0043,109790,0.27048,109790,0,9.822
0.1349368,8.01184,7.6096,97637,0.30611,97637,0,9.188
0.1442475,8.58744,7.1826,86210,0.34495,86210,0,8.595
0.1542005,9.07657,6.7401,75677,0.38707,75677,0,8.04
0.1648404,9.48729,6.2947,66114,0.43251,66114,0,7.521
0.1762144,9.82965,5.8557,57534,0.48128,57534,0,7.036
0.1883732,10.1128,5.4298,49905,0.53333,49906,0,6.582
0.2013709,10.3452,5.0212,43171,0.5886,43172,0,6.157
0.2152655,10.5347,4.632,37254,0.64696,37255,0,5.76
