A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3
44.9559,74.6511,2.98,936035,-0.065705,-0.0408,-0.0053814,4492.8,500.4,406.7,402.2,53.8,32.300000000000004,32.300000000000004
