A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5
72.59,120.539,5.307,579699,-0.17723,-0.1116,-0.0077386,11103.1,1414.3,1247.8,1216.6999999999998,180,127.90000000000002,120.80000000000001,28.7,28.7
