A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3
87.62,145.497,2.54,480259,-0.2689,-0.1692,-0.0090407,16104.600000000002,2216.2999999999997,2006.8000000000002,1939.6,357.5,279.8,269.1,135,133.1,37.699999999999996,19.900000000000002,19.900000000000002
