A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4,O5
186.207,309.204,2.098,225987,-1.5033,-0.8892,-0.016572,71676.4,12526.7,11958.7,10535.3,2931.7000000000003,2681.6,2367.3,1948.9,1882.9,625,517.9,444.40000000000003,273.7,260.2,40.599999999999994,40.599999999999994,82.8,45.6,34.6,6.06267,5.20913
