A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4
180.9479,300.471,16.624,232555,-1.4008,-0.831,-0.016156,67416.4,11681.5,11136.1,9881.1,2708,2468.7000000000003,2194,1793.1999999999998,1735.1000000000001,565.5,464.8,404.5,241.29999999999998,229.3,25,25,71.1,44.900000000000006,36.4,5.7
