A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5
118.69,197.09,7.3,354540,-0.53125,-0.3282,-0.011555,29200.1,4464.7,4156.1,3928.7999999999997,883.8000000000001,756.4,714.4000000000001,493.3,484.8,136.5,88.6,88.6,23.900000000000002,23.900000000000002
