A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5
58.69,97.4571,8.876,716993,-0.12883,-0.081,-0.0073281,8332.800000000001,1008.1,871.9,854.7,111.8,68.1,68.1,3.6,3.6
