A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2
151.96,252.336,5.228,276917,-0.95641,-0.5772,-0.014328,48519,8052,7617.099999999999,6976.9,1800,1613.8999999999999,1480.6,1160.6000000000001,1130.9,360.20000000000005,283.9,256.6,133.20000000000002,133.20000000000002,2.91151,31.8,22,22
