A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1
137.33,228.042,3.5,306417,-0.70761,-0.4326,-0.012527,37440.600000000006,5988.8,5623.599999999999,5247,1292.8,1136.7,1062.2,796.1,780.6999999999999,253,191.8,179.7,92.5,89.89999999999999,39.1,16.6,14.6
