A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4,O5
195.08,323.938,2.141,215708,-1.6659,-0.9816,-0.017109,78394.8,13879.9,13272.6,11563.7,3296,3026.5,2645.4,2201.9,2121.6,722,609.1999999999999,519,330.79999999999995,313.3,74.30000000000001,71.1,101.7,65.3,51.7,7.43991,6.12538
