A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1
132.9054,220.695,1.87,316619,-0.67594,-0.414,-0.012486,35984.6,5714.299999999999,5359.4,5011.9,1217.1000000000001,1065,997.6,739.5,725.5,230.8,172.3,161.6,78.8,76.5,22.700000000000003,13.100000000000001,11.4
