A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4
50.9415,84.5904,6.1,826052,-0.081133,-0.0504,-0.0056967,5465.099999999999,628.1999999999999,520.5,512.9,66.5,37.8,37.8,2.2
