A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5
95.94,159.312,1.02,438611,-0.34394,-0.2154,-0.010086,19999.5,2865.5,2625.1000000000004,2520.2,504.6,409.7,392.29999999999995,230.3,227,61.800000000000004,34.8,34.8,1.8,1.8
