A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4
178.49,296.39,1.329,235757,-1.3514,-0.8028,-0.015933,65350.80000000001,11270.699999999999,10739.4,9560.7,2600.9,2365.4,2107.6000000000004,1716.3999999999999,1661.7,538.1,437,380.40000000000003,223.8,213.7,17.1,17.1,64.9,38.1,30.599999999999998,5
