A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3
158.9254,263.902,8.214,264780,-1.0366,-0.6234,-0.014584,51995.7,8708,8251.6,7514,1967.5,1767.7,1611.3,1275,1241.2,397.9,310.2,285,147,147,9.4,8.6,39,25.4,25.4
