A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3
39.948,66.3353,1.66,1053380,-0.046144,-0.0282,-0.0044493,3202.9,320,247.29999999999998,245.2,25.3,12.4,12.4
