E,f1,f2,μρpe,μρci,μρtot,μρK,λ
0.01069,18.5477,0,0,15991e-8,15991e-8,0,116
0.01142761,18.4321,0,0,21848e-8,21848e-8,0,108.5
0.01221612,18.2878,0,0,29695e-8,29695e-8,0,101.5
0.01305903,18.1041,0,0,40149e-8,40149e-8,0,94.94
0.0139601,17.864,0,0,54001e-8,54001e-8,0,88.81
0.01492335,17.538,0,0,72256e-8,72256e-8,0,83.08
0.01595306,17.0701,0,0,96187e-8,96187e-8,0,77.72
0.01705382,16.3339,0,0,0.0012739,0.0012739,0,72.7
0.01823053,14.9461,0,0,0.0016785,0.0016785,0,68.01
0.019404,10.8521,0,0,0.0021624,0.0021624,0,63.9
0.01948844,10.0681,0,0,0.0022005,0.0022005,0,63.62
0.019701,6.1472,0,0,0.0022985,0.0022985,0,62.93
0.0197802,0.379223,0,0,0.0023357,0.0023357,0,62.68
0.019899,6.55466,11.424,172420,0.0023923,172420,0,62.31
0.020196,12.0134,11.037,164130,0.0025379,164130,0,61.39
0.02083314,15.9795,10.269,148030,0.0028704,148030,0,59.51
0.02227063,19.6057,8.7851,118470,0.0037254,118470,0,55.67
0.0238073,21.4408,7.3863,93174,0.004811,93174,0,52.08
0.02545001,22.4561,6.1056,72048,0.0061825,72048,0,48.72
0.02720606,22.9871,4.9917,55102,0.0079058,55102,0,45.57
0.02908327,23.2158,4.0571,41894,0.01006,41894,0,42.63
0.03109002,23.2563,3.2921,31801,0.01274,31801,0,39.88
0.03323523,23.1818,2.6767,24187,0.016055,24187,0,37.31
0.03552846,23.0382,2.1871,18487,0.020137,18487,0,34.9
0.037044,22.9227,1.9341,15680,0.023148,15680,0,33.47
0.037611,22.8708,1.8511,14781,0.02434,14781,0,32.96
0.0377622,22.8481,1.8299,14553,0.024664,14553,0,32.83
0.03797993,22.8421,1.8223,14409,0.025135,14409,0,32.64
0.037989,22.8418,1.8211,14396,0.025155,14396,0,32.64
0.038556,22.8084,1.7485,13619,0.026408,13619,0,32.16
0.04060054,22.664,1.5247,11278,0.031227,11278,0,30.54
0.04340198,22.4654,1.2941,8954.3,0.038613,8954.3,0,28.57
0.04639671,22.2623,1.1157,7221.5,0.047523,7221.5,0,26.72
0.04959809,22.0558,0.97795,5921.5,0.058219,5921.6,0,25
0.05302035,21.844,0.8719,4938.6,0.070994,4938.7,0,23.38
0.05667876,21.6221,0.79042,4188.1,0.086176,4188.2,0,21.87
0.06058959,21.3955,0.72792,3608,0.10413,3608.1,0,20.46
0.06477028,21.1284,0.68006,3153.2,0.12526,3153.3,0,19.14
0.06923942,20.8174,0.64347,2791,0.15,2791.2,0,17.91
0.07401695,20.4375,0.61552,2497.4,0.17882,2497.6,0,16.75
0.07912411,19.9452,0.59418,2255.2,0.21225,2255.4,0,15.67
