A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4
92.9064,154.275,8.55,452932,-0.32408,-0.2028,-0.0099257,18985.600000000002,2697.7000000000003,2464.7000000000003,2370.5,468.4,378.40000000000003,363,207.4,204.6,58.1,33.9,33.9,3.2
