A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5
63.546,105.521,8.94,662202,-0.14003,-0.0876,-0.0072602,8978.9,1096.1000000000001,951,931.1,119.8,73.6,73.6,1.6,1.6
