A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4,O5,O6
200.59,333.088,1.3522,209783,-1.7805,-1.0458,-0.017503,83102.3,14839.3,14208.7,12283.9,3561.6,3278.5,2847.1000000000004,2384.9,2294.9,800.3,676.9,571,378.3,359.8,102.2,98.5,120.3,80.5,57.6,6.4,6.4,7.71361
