A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3
167.26,277.742,9.039,251586,-1.1649,-0.6966,-0.015166,57485.5,9751.300000000001,9264.300000000001,8357.900000000001,2206.5,2005.7999999999997,1811.8000000000002,1453.3,1409.3,449.1,366.20000000000005,320,176.7,167.6,4.3,4.3,59.8,29.4,29.4
