A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4
91.22,151.474,6.494,461306,-0.30496,-0.1914,-0.0096221,17997.6,2531.6,2306.7000000000003,2222.3,430.3,344.2,330.5,182.4,180,51.3,28.7,28.7,4.0234499999999995
