A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4,O5,O6,O7
208.9804,347.02,9.73,201360,-1.9618,-1.1484,-0.018084,90525.9,16387.5,15711.1,13418.6,3999.1,3696.2999999999997,3176.8999999999996,2687.6000000000004,2579.6,938.2,805.3000000000001,678.9,463.6,440,161.89999999999998,157.4,159.3,116.8,92.8,26.5,24.400000000000002,14.2334,6.16991
