A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3
164.9304,273.874,8.769,255140,-1.121,-0.6714,-0.014931,55617.7,9394.199999999999,8917.8,8071.099999999999,2128.2999999999997,1922.8,1741.2,1391.5,1351.3999999999999,435.7,343.5,306.59999999999997,161,161,3.7,3.7,51.2,20.299999999999997,20.299999999999997
