A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2
150.36,249.679,7.51,279864,-0.91787,-0.555,-0.014025,46834.200000000004,7736.799999999999,7311.8,6716.2,1722.8000000000002,1540.7,1419.8,1106,1080.2,345.7,265.6,247.4,129,129,5.5,37.400000000000006,21.3,21.3
