A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5
101.07,167.831,1.239,416348,-0.38596,-0.2406,-0.010508,22117.2,3224,2966.9,2837.9,585,482.8,460.6,283.6,279.4,74.89999999999999,43.1,43.1,2,2
