A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3
88.9059,147.632,4.456,473313,-0.28657,-0.18,-0.0093851,17038.399999999998,2372.5,2155.5,2080,393.6,312.40000000000003,300.3,159.6,157.4,45.400000000000006,25.6,25.6
