A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5
78.96,131.116,4.78,532932,-0.20514,-0.129,-0.0080314,12657.8,1653.8999999999999,1476.2,1435.8,231.5,168.2,161.89999999999998,56.7,56.7
