A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2
140.9077,233.983,6.761,298637,-0.80832,-0.4914,-0.013552,41990.6,6834.8,6440.400000000001,5964.299999999999,1511,1337.3999999999999,1242.2,951.0999999999999,931,304.5,236.3,217.6,113.19999999999999,113.19999999999999,3.5,37.400000000000006,22.3,22.3
