A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4,O5,O6,O7,O8
210,348.713,1,200382,-2.0891,-1.2198,-0.018874,95729.9,17493,16784.7,14213.5,4317,4008,3426,2908.7000000000003,2786.7000000000003,1042,886,740,533.2,475.385,197.076,190.577,185.617,138.49900000000002,108.42599999999999,41.5942,37.6618,19.339,9.03104,6.2445
