A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1
26.9815,44.8039,2.6941,1559600,-0.022218,-0.0126,-0.0034361,1559.6000000000001,117.7,73.1,73.1,8.37567
