A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4
183.85,305.29,19.3,228884,-1.4515,-0.8598,-0.01634,69525,12099.8,11544,10206.8,2819.6,2574.9,2281,1871.6,1809.1999999999998,595,491.59999999999997,425.3,258.79999999999995,245.4,36.5,33.6,77.10000000000001,46.800000000000004,35.6,6.1000000000000005
