A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3,M4,M5,N1,N2,N3,N4,N5,N6,N7,O1,O2,O3,O4,O5
196.9665,327.071,18.85,213642,-1.7226,-1.0134,-0.017382,80724.90000000001,14352.800000000001,13733.599999999999,11918.699999999999,3424.9,3147.8,2743,2291.1000000000004,2205.7000000000003,758.8000000000001,643.7,545.4,352,333.9,86.4,82.8,107.80000000000001,71.7,53.699999999999996,8.308380000000001,6.7903199999999995
