A,xsec,density,ev,rc1,rc2,nt,K,L1,L2,L3,M1,M2,M3
39.0983,64.9243,8.6,1076270,-0.052204,-0.0318,-0.0050651,3607.4,377.09999999999997,296.3,293.6,33.9,17.8,17.8
